Graph,COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),Cumulative COVID-19 cases (n),Cumulative COVID-19 cases (n),Cumulative COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),"COVID-19 cases (per 100,000 population)","COVID-19 cases (per 100,000 population)","COVID-19 cases (per 100,000 population)","COVID-19 cases (per 100,000 population)","COVID-19 cases (per 100,000 population)","COVID-19 cases (per 100,000 population)","COVID-19 cases (per 100,000 population)",Non ICU (n),Non ICU (n),Non ICU (n),Non ICU (n),Non ICU (n),Non ICU (n),Non ICU (n),Non ICU (n),Non ICU (n),Non ICU (n),Non ICU (n),Non ICU (n),Non ICU (n),Non ICU (n),Hospitalized cases (n),Hospitalized cases (n),COVID-19 attributed deaths (n),ICU capacity used (%),ICU capacity used (%),ICU capacity used (%),ICU bed capacity (n),ICU bed capacity (n),Non-ICU capacity used (%),Non-ICU capacity used (%),Non-ICU capacity used (%),COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),COVID-19 cases (n),Test volume for COVID-19 (n),Variant of Concern COVID-19 Cases (n),Variant of Concern COVID-19 Cases (n),Variant of Concern COVID-19 Cases (n),Variant of Concern COVID-19 Cases (n),Variant of Concern COVID-19 Cases (n),Variant of Concern COVID-19 Cases (n),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),Average SARS-CoV-2 Viral Copies (copies/mL),COVID-19 vaccine doses (n),COVID-19 vaccine doses (n),COVID-19 vaccine doses administered (n),COVID-19 vaccine doses administered,COVID-19 vaccine doses administered,COVID-19 vaccine doses administered,COVID-19 vaccine doses administered,Vaccine coverage (%),Vaccine coverage (%),Vaccine coverage (%)
Line,Died,Recovered,Active,Total,Unknown exposure,Travel,Known exposure,Probable,Confirmed,80+ years,60-79 years,5-11 years,30-59 years,20-29 years,12-19 years,0-4 years,80+ years,60-79 years,5-11 years,30-59 years,20-29 years,12-19 years,0-4 years,Second dose after 14 days,Third dose within 14 days,Third dose after 14 days,Unvaccinated,First dose within 14 days,First dose after 14 days,Second dose within 14 days,Second dose after 14 days,Third dose within 14 days,Unvaccinated,First dose within 14 days,First dose after 14 days,Second dose within 14 days,Third dose after 14 days,Non ICU,ICU,COVID-19 attributed deaths (n),Unoccupied ICU bed,non-COVID occupied ICU bed,COVID occupied ICU bed,Current total ICU beds,Baseline ICU beds,Unoccupied non-ICU bed,non-COVID occupied non-ICU bed,COVID occupied non-ICU bed,Unknown,South Zone,North Zone,Edmonton Zone,Central Zone,Calgary Zone,Test volume for COVID-19 (n),Omicron,Kappa,Gamma,Delta,Beta,Alpha,Calgary,Banff,Airdrie,Red Deer,Lacombe,Fort Saskatchewan,Edmonton,Grande Prairie,Fort McMurray,Taber,Medicine Hat,Lethbridge,Brooks,Strathmore,Okotoks,High River,Canmore,Cold Lake,doses received,doses administered,COVID-19 vaccine doses administered (n),dose 4,dose 3,dose 2,dose 1,% of population with 3 doses,% of population with 2 doses,% of population with 1 dose
2020-06-28,154.0,7330.0,531.0,8015.0,716.0,634.0,6665.0,1.0,68.0,2.0,5.0,3.0,21.0,12.0,5.0,2.0,1.14,0.43,0.86,1.14,2.14,1.14,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1295.0,309.0,1008.0,92.0,5311.0,6997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-29,154.0,7384.0,521.0,8059.0,723.0,639.0,6697.0,1.0,44.0,2.0,5.0,4.0,22.0,12.0,5.0,2.0,1.29,0.57,1.14,1.14,2.14,1.14,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1299.0,313.0,1021.0,93.0,5333.0,7199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-30,155.0,7419.0,518.0,8092.0,732.0,644.0,6716.0,1.0,33.0,2.0,5.0,4.0,19.0,11.0,4.0,2.0,1.0,0.71,1.0,1.0,2.0,0.86,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,317.0,1035.0,93.0,5347.0,6952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,155.0,7482.0,519.0,8156.0,742.0,647.0,6767.0,1.0,64.0,2.0,6.0,4.0,21.0,11.0,4.0,2.0,1.14,0.86,1.0,1.14,2.0,0.71,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1323.0,318.0,1058.0,93.0,5364.0,7675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-02,155.0,7505.0,551.0,8211.0,752.0,647.0,6812.0,1.0,55.0,2.0,5.0,3.0,20.0,10.0,5.0,1.0,1.29,0.86,0.86,1.14,1.71,0.86,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.0,325.0,1078.0,93.0,5367.0,6739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-03,155.0,7528.0,558.0,8241.0,758.0,649.0,6834.0,1.0,30.0,2.0,6.0,3.0,20.0,9.0,5.0,2.0,1.43,1.0,1.0,1.14,1.57,1.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1355.0,329.0,1083.0,93.0,5381.0,5960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-04,156.0,7569.0,564.0,8289.0,766.0,651.0,6872.0,1.0,47.0,2.0,7.0,4.0,20.0,9.0,5.0,2.0,1.29,1.0,1.14,1.14,1.57,1.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1361.0,333.0,1100.0,94.0,5401.0,5545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-05,156.0,7594.0,587.0,8337.0,774.0,652.0,6911.0,1.0,48.0,2.0,7.0,3.0,20.0,8.0,3.0,2.0,1.29,1.0,1.0,1.14,1.43,0.57,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1363.0,343.0,1119.0,94.0,5418.0,5602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-06,156.0,7629.0,601.0,8386.0,785.0,654.0,6947.0,5.0,44.0,2.0,8.0,3.0,21.0,9.0,4.0,1.0,1.71,1.14,0.86,1.29,1.57,0.71,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1365.0,348.0,1146.0,95.0,5432.0,6014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-07,158.0,7684.0,588.0,8430.0,798.0,656.0,6976.0,4.0,40.0,3.0,9.0,3.0,23.0,10.0,4.0,1.0,2.14,1.14,1.0,1.29,1.86,0.86,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1370.0,352.0,1163.0,98.0,5447.0,6268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-08,159.0,7742.0,572.0,8473.0,811.0,658.0,7001.0,1.0,42.0,3.0,10.0,3.0,25.0,12.0,4.0,2.0,2.43,1.29,1.0,1.29,2.14,1.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1376.0,358.0,1171.0,102.0,5466.0,6970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-09,162.0,7802.0,583.0,8547.0,824.0,668.0,7052.0,5.0,69.0,2.0,10.0,3.0,29.0,14.0,3.0,2.0,2.0,1.43,0.86,1.43,2.57,0.71,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1388.0,362.0,1192.0,105.0,5500.0,7804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-10,162.0,7883.0,564.0,8609.0,843.0,677.0,7086.0,1.0,61.0,3.0,11.0,3.0,31.0,15.0,3.0,2.0,2.0,1.43,0.86,1.57,2.71,0.71,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,371.0,1211.0,111.0,5516.0,7528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-11,162.0,7918.0,619.0,8699.0,867.0,687.0,7142.0,3.0,87.0,4.0,13.0,3.0,34.0,16.0,4.0,1.0,2.86,1.71,0.71,1.71,2.71,0.86,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1409.0,377.0,1234.0,119.0,5560.0,10003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-12,162.0,7945.0,670.0,8777.0,886.0,696.0,7192.0,3.0,78.0,6.0,14.0,3.0,37.0,20.0,4.0,1.0,4.14,1.86,0.86,1.86,3.43,0.71,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.0,385.0,1246.0,128.0,5603.0,7595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-13,163.0,8003.0,698.0,8864.0,908.0,698.0,7255.0,3.0,87.0,7.0,14.0,3.0,39.0,21.0,4.0,1.0,4.86,1.86,0.86,1.86,3.57,0.71,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1421.0,394.0,1266.0,142.0,5641.0,5809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-14,166.0,8080.0,703.0,8949.0,929.0,702.0,7315.0,7.0,78.0,8.0,17.0,3.0,43.0,26.0,5.0,1.0,5.71,2.29,0.71,2.14,4.43,1.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1441.0,402.0,1281.0,154.0,5671.0,6386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-15,166.0,8095.0,803.0,9064.0,953.0,710.0,7398.0,7.0,115.0,8.0,16.0,3.0,42.0,30.0,5.0,2.0,6.0,2.14,0.71,2.14,5.0,1.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1455.0,406.0,1303.0,170.0,5730.0,8225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-16,167.0,8144.0,856.0,9167.0,969.0,718.0,7477.0,9.0,94.0,9.0,16.0,3.0,41.0,30.0,6.0,2.0,6.29,2.14,0.86,2.14,5.0,1.29,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1469.0,415.0,1328.0,188.0,5767.0,6484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-17,167.0,8193.0,975.0,9335.0,1022.0,730.0,7580.0,2.0,166.0,9.0,17.0,3.0,43.0,31.0,7.0,2.0,6.71,2.43,0.71,2.29,5.29,1.57,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1479.0,430.0,1346.0,211.0,5869.0,9719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-18,170.0,8229.0,1038.0,9437.0,1049.0,737.0,7648.0,2.0,102.0,10.0,16.0,3.0,45.0,35.0,8.0,3.0,7.57,2.29,0.86,2.43,5.86,1.86,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1486.0,435.0,1363.0,222.0,5931.0,6857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-19,171.0,8254.0,1100.0,9525.0,1070.0,742.0,7710.0,3.0,85.0,10.0,16.0,3.0,45.0,34.0,9.0,3.0,7.14,2.29,0.86,2.43,5.71,2.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1494.0,441.0,1379.0,228.0,5983.0,6961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-20,173.0,8305.0,1178.0,9656.0,1097.0,751.0,7805.0,8.0,123.0,9.0,17.0,3.0,45.0,36.0,9.0,3.0,6.43,2.43,0.86,2.43,6.0,2.14,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1516.0,457.0,1406.0,242.0,6035.0,7817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-21,175.0,8370.0,1247.0,9792.0,1131.0,763.0,7895.0,4.0,132.0,8.0,16.0,4.0,42.0,33.0,8.0,3.0,5.57,2.29,1.0,2.29,5.57,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1528.0,463.0,1429.0,258.0,6114.0,8156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-22,177.0,8442.0,1286.0,9905.0,1166.0,770.0,7966.0,10.0,103.0,7.0,17.0,4.0,44.0,31.0,9.0,3.0,5.14,2.29,1.0,2.43,5.14,2.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1542.0,475.0,1440.0,274.0,6174.0,8230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-23,179.0,8507.0,1335.0,10021.0,1198.0,782.0,8038.0,2.0,114.0,7.0,16.0,3.0,46.0,31.0,8.0,3.0,5.29,2.14,0.86,2.43,5.14,1.86,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1557.0,479.0,1464.0,291.0,6230.0,8741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-24,182.0,8593.0,1363.0,10138.0,1234.0,791.0,8110.0,2.0,117.0,7.0,15.0,3.0,43.0,30.0,7.0,2.0,5.14,1.86,0.86,2.29,4.86,1.57,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1571.0,490.0,1491.0,305.0,6281.0,10589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-25,184.0,8659.0,1393.0,10236.0,1266.0,798.0,8169.0,2.0,96.0,7.0,16.0,3.0,41.0,29.0,8.0,3.0,4.71,2.0,1.0,2.14,4.71,1.71,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1582.0,500.0,1510.0,312.0,6332.0,9855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-26,187.0,8720.0,1418.0,10325.0,1299.0,803.0,8219.0,2.0,89.0,6.0,17.0,4.0,42.0,27.0,8.0,4.0,4.29,2.14,1.14,2.29,4.43,1.71,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1587.0,511.0,1544.0,315.0,6368.0,7443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-27,190.0,8834.0,1382.0,10406.0,1322.0,810.0,8270.0,3.0,78.0,6.0,16.0,5.0,43.0,25.0,9.0,4.0,4.29,2.14,1.14,2.29,4.29,2.14,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1604.0,517.0,1561.0,325.0,6399.0,7910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-28,194.0,8929.0,1414.0,10537.0,1360.0,816.0,8357.0,3.0,131.0,6.0,15.0,5.0,42.0,23.0,10.0,5.0,4.29,1.86,1.29,2.29,4.0,2.43,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617.0,534.0,1589.0,355.0,6442.0,8989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-29,195.0,9056.0,1404.0,10655.0,1390.0,819.0,8442.0,3.0,118.0,5.0,14.0,6.0,39.0,22.0,10.0,5.0,4.0,1.86,1.43,2.14,3.71,2.57,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1631.0,550.0,1613.0,396.0,6465.0,8674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
